[2013-10-11 13:17:31,231](INFO)chinaluxus : des: 豪华轿车在整个汽车业界的地位以及需求量向来都是毋庸置疑的，凭借着良好的舒适性和广泛的适用范围，豪华轿车也一直都是富豪们购车时的第一…
[2013-10-11 15:06:26,138](INFO)neeu : link: http://www.neeu.com/news/2013-08-06/39637.html
[2013-10-11 15:06:26,144](INFO)neeu : link: http://www.neeu.com/news/2013-08-02/39583.html
[2013-10-11 15:06:26,147](INFO)neeu : link: http://www.neeu.com/news/2013-06-07/38198.html
[2013-10-11 15:06:26,151](INFO)neeu : link: http://www.neeu.com/news/2013-05-17/37696.html
[2013-10-11 15:06:33,016](INFO)neeu : link: http://www.neeu.com/news/2012-11-26/33705.html
[2013-10-11 15:06:33,022](INFO)neeu : link: http://www.neeu.com/news/2012-11-01/33068.html
[2013-10-11 15:06:33,027](INFO)neeu : link: http://www.neeu.com/news/2012-10-23/32753.html
[2013-10-11 15:06:33,032](INFO)neeu : link: http://www.neeu.com/news/2012-06-19/29945.html
[2013-10-11 15:06:33,037](INFO)neeu : link: http://www.neeu.com/news/2012-04-18/28316.html
[2013-10-11 15:06:33,042](INFO)neeu : link: http://www.neeu.com/news/2011-10-24/25279.html
[2013-10-11 15:06:33,048](INFO)neeu : link: http://www.neeu.com/news/2011-06-24/23172.html
[2013-10-11 15:06:33,052](INFO)neeu : link: http://www.neeu.com/news/2011-03-22/21664.html
[2013-10-11 15:06:33,056](INFO)neeu : link: http://www.neeu.com/news/2011-03-17/21566.html
[2013-10-11 15:06:33,060](INFO)neeu : link: http://www.neeu.com/news/2011-03-17/21562.html
[2013-10-11 15:06:37,656](INFO)neeu : link: http://www.neeu.com/news/2013-08-14/39875.html
[2013-10-11 15:06:37,664](INFO)neeu : link: http://www.neeu.com/news/2013-05-29/37985.html
[2013-10-11 15:06:37,671](INFO)neeu : link: http://www.neeu.com/news/2013-05-28/37915.html
[2013-10-11 15:06:37,677](INFO)neeu : link: http://www.neeu.com/news/2013-05-27/37886.html
[2013-10-11 15:06:37,685](INFO)neeu : link: http://www.neeu.com/news/2013-05-02/37279.html
[2013-10-11 15:06:37,691](INFO)neeu : link: http://www.neeu.com/news/2012-12-20/34245.html
[2013-10-11 15:06:37,697](INFO)neeu : link: http://www.neeu.com/news/2012-12-17/34110.html
[2013-10-11 15:06:37,701](INFO)neeu : link: http://www.neeu.com/news/2012-12-17/34109.html
[2013-10-11 15:06:37,705](INFO)neeu : link: http://www.neeu.com/news/2012-12-06/33915.html
[2013-10-11 15:06:37,712](INFO)neeu : link: http://www.neeu.com/news/2012-11-20/33527.html
[2013-10-11 15:06:37,730](INFO)neeu : link: http://www.neeu.com/news/2012-09-11/31781.html
[2013-10-11 15:06:37,740](INFO)neeu : link: http://www.neeu.com/news/2013-10-10/41281.html
[2013-10-11 15:06:37,744](INFO)neeu : link: http://www.neeu.com/news/2013-10-09/41251.html
[2013-10-11 15:06:37,748](INFO)neeu : link: http://www.neeu.com/news/2013-10-09/41239.html
[2013-10-11 15:06:37,753](INFO)neeu : link: http://www.neeu.com/news/2013-10-08/41170.html
[2013-10-11 15:06:37,759](INFO)neeu : link: http://www.neeu.com/news/2013-09-27/41068.html
[2013-10-11 15:06:37,763](INFO)neeu : link: http://www.neeu.com/news/2013-09-22/40846.html
[2013-10-11 15:06:37,770](INFO)neeu : link: http://www.neeu.com/news/2013-09-12/40666.html
[2013-10-11 15:06:37,777](INFO)neeu : link: http://www.neeu.com/news/2013-09-04/40447.html
[2013-10-11 15:06:37,780](INFO)neeu : link: http://www.neeu.com/news/2013-09-04/40437.html
[2013-10-11 15:06:37,786](INFO)neeu : link: http://www.neeu.com/news/2013-09-04/40418.html
[2013-10-11 15:06:37,805](INFO)neeu : link: http://www.neeu.com/news/2013-10-08/41193.html
[2013-10-11 15:06:37,811](INFO)neeu : link: http://www.neeu.com/news/2013-09-24/40934.html
[2013-10-11 15:06:37,818](INFO)neeu : link: http://www.neeu.com/news/2013-09-24/40930.html
[2013-10-11 15:06:37,827](INFO)neeu : link: http://www.neeu.com/news/2013-09-24/40929.html
[2013-10-11 15:06:37,835](INFO)neeu : link: http://www.neeu.com/news/2013-09-12/40679.html
[2013-10-11 15:06:37,842](INFO)neeu : link: http://www.neeu.com/news/2013-09-11/40624.html
[2013-10-11 15:06:37,849](INFO)neeu : link: http://www.neeu.com/news/2013-09-11/40629.html
[2013-10-11 15:06:37,853](INFO)neeu : link: http://www.neeu.com/news/2013-09-06/40522.html
[2013-10-11 15:06:37,859](INFO)neeu : link: http://www.neeu.com/news/2013-09-05/40479.html
[2013-10-11 15:06:37,865](INFO)neeu : link: http://www.neeu.com/news/2013-08-30/40338.html
[2013-10-11 15:06:44,595](INFO)neeu : link: http://www.neeu.com/news/2013-10-11/41293.html
[2013-10-11 15:06:44,602](INFO)neeu : title: Novitec Rosso 全新F12 Berlinetta改装亮相
[2013-10-11 15:06:44,603](INFO)neeu : icon_url: http://www.neeu.com/uploads/news/1041/41293/m1381460149508.jpg
[2013-10-11 15:06:44,603](INFO)neeu : get des
[2013-10-11 15:06:46,451](INFO)neeu : link: http://www.neeu.com/news/2013-10-09/41213.html
[2013-10-11 15:06:46,455](INFO)neeu : link: http://www.neeu.com/news/2013-09-30/41116.html
[2013-10-11 15:06:46,458](INFO)neeu : link: http://www.neeu.com/news/2013-09-25/40994.html
[2013-10-11 15:06:46,462](INFO)neeu : link: http://www.neeu.com/news/2013-09-23/40890.html
[2013-10-11 15:06:46,465](INFO)neeu : link: http://www.neeu.com/news/2013-09-06/40506.html
[2013-10-11 15:06:46,469](INFO)neeu : link: http://www.neeu.com/news/2013-08-28/40253.html
[2013-10-11 15:06:46,472](INFO)neeu : link: http://www.neeu.com/news/2013-08-26/40190.html
[2013-10-11 15:06:46,476](INFO)neeu : link: http://www.neeu.com/news/2013-08-26/40191.html
[2013-10-11 15:06:46,481](INFO)neeu : link: http://www.neeu.com/news/2013-08-23/40155.html
[2013-10-11 15:06:46,487](INFO)neeu : link: http://www.neeu.com/news/2013-08-21/40064.html
[2013-10-11 15:06:46,496](INFO)neeu : link: http://www.neeu.com/news/2013-09-17/40772.html
[2013-10-11 15:06:46,501](INFO)neeu : link: http://www.neeu.com/news/2013-09-17/40771.html
[2013-10-11 15:06:46,505](INFO)neeu : link: http://www.neeu.com/news/2013-08-16/39932.html
[2013-10-11 15:06:46,508](INFO)neeu : link: http://www.neeu.com/news/2013-06-14/38345.html
[2013-10-11 15:06:46,512](INFO)neeu : link: http://www.neeu.com/news/2013-06-05/38140.html
[2013-10-11 15:06:46,518](INFO)neeu : link: http://www.neeu.com/news/2013-02-06/35359.html
[2013-10-11 15:06:46,524](INFO)neeu : link: http://www.neeu.com/news/2013-02-01/35257.html
[2013-10-11 15:06:46,530](INFO)neeu : link: http://www.neeu.com/news/2013-02-01/35223.html
[2013-10-11 15:06:46,534](INFO)neeu : link: http://www.neeu.com/news/2012-12-06/33917.html
[2013-10-11 15:06:46,538](INFO)neeu : link: http://www.neeu.com/news/2012-12-05/33908.html
[2013-10-11 15:06:46,548](INFO)neeu : have many page
[2013-10-11 15:06:46,759](INFO)neeu : link: http://www.neeu.com/news/2013-10-09/41228.html
[2013-10-11 15:06:46,766](INFO)neeu : link: http://www.neeu.com/news/2013-09-24/40962.html
[2013-10-11 15:06:46,772](INFO)neeu : link: http://www.neeu.com/news/2013-09-11/40610.html
[2013-10-11 15:06:46,779](INFO)neeu : link: http://www.neeu.com/news/2013-09-06/40495.html
[2013-10-11 15:06:46,786](INFO)neeu : link: http://www.neeu.com/news/2013-08-13/39833.html
[2013-10-11 15:06:46,792](INFO)neeu : link: http://www.neeu.com/news/2013-08-12/39823.html
[2013-10-11 15:06:46,796](INFO)neeu : link: http://www.neeu.com/news/2013-08-02/39584.html
[2013-10-11 15:06:46,800](INFO)neeu : link: http://www.neeu.com/news/2013-06-19/38472.html
[2013-10-11 15:06:46,805](INFO)neeu : link: http://www.neeu.com/news/2013-06-13/38303.html
[2013-10-11 15:06:46,809](INFO)neeu : link: http://www.neeu.com/news/2013-06-06/38163.html
[2013-10-11 15:06:48,471](INFO)neeu : body: catch
[2013-10-11 15:06:48,472](INFO)neeu : category: car
[2013-10-11 15:06:48,548](INFO)neeu : done one
[2013-10-11 15:06:48,549](INFO)neeu : link: http://www.neeu.com/news/2013-10-10/41265.html
[2013-10-11 15:06:48,553](INFO)neeu : link: http://www.neeu.com/news/2013-10-10/41266.html
[2013-10-11 15:06:48,560](INFO)neeu : link: http://www.neeu.com/news/2013-10-09/41226.html
[2013-10-11 15:06:48,565](INFO)neeu : link: http://www.neeu.com/news/2013-10-09/41227.html
[2013-10-11 15:06:48,569](INFO)neeu : link: http://www.neeu.com/news/2013-10-09/41216.html
[2013-10-11 15:06:48,573](INFO)neeu : link: http://www.neeu.com/news/2013-10-08/41200.html
[2013-10-11 15:06:48,577](INFO)neeu : link: http://www.neeu.com/news/2013-10-08/41201.html
[2013-10-11 15:06:48,581](INFO)neeu : link: http://www.neeu.com/news/2013-10-08/41202.html
[2013-10-11 15:06:48,586](INFO)neeu : link: http://www.neeu.com/news/2013-10-08/41203.html
[2013-10-11 15:06:55,283](INFO)neeu : link: http://www.neeu.com/news/2013-07-04/38850.html
[2013-10-11 15:06:55,290](INFO)neeu : link: http://www.neeu.com/news/2013-06-09/38279.html
[2013-10-11 15:06:55,298](INFO)neeu : link: http://www.neeu.com/news/2013-06-07/38199.html
[2013-10-11 15:06:55,302](INFO)neeu : link: http://www.neeu.com/news/2013-03-04/35836.html
[2013-10-11 15:06:55,306](INFO)neeu : link: http://www.neeu.com/news/2013-01-09/34720.html
[2013-10-11 15:06:55,310](INFO)neeu : link: http://www.neeu.com/news/2012-12-27/34416.html
[2013-10-11 15:06:55,317](INFO)neeu : link: http://www.neeu.com/news/2012-12-21/34259.html
[2013-10-11 15:06:55,322](INFO)neeu : link: http://www.neeu.com/news/2012-07-31/30884.html
[2013-10-11 15:06:55,326](INFO)neeu : link: http://www.neeu.com/news/2012-07-09/30432.html
[2013-10-11 15:06:55,330](INFO)neeu : link: http://www.neeu.com/news/2012-05-28/29411.html
[2013-10-11 15:06:55,340](INFO)neeu : link: http://www.neeu.com/news/2013-09-05/40456.html
[2013-10-11 15:06:55,344](INFO)neeu : link: http://www.neeu.com/news/2013-07-24/39351.html
[2013-10-11 15:06:55,348](INFO)neeu : link: http://www.neeu.com/news/2013-07-16/39129.html
[2013-10-11 15:06:55,354](INFO)neeu : link: http://www.neeu.com/news/2013-07-16/39127.html
[2013-10-11 15:06:55,359](INFO)neeu : link: http://www.neeu.com/news/2013-07-12/39079.html
[2013-10-11 15:06:55,366](INFO)neeu : link: http://www.neeu.com/news/2013-07-08/38933.html
[2013-10-11 15:06:55,370](INFO)neeu : link: http://www.neeu.com/news/2013-07-08/38928.html
[2013-10-11 15:06:55,375](INFO)neeu : link: http://www.neeu.com/news/2013-07-04/38852.html
[2013-10-11 15:06:55,381](INFO)neeu : link: http://www.neeu.com/news/2013-04-22/37023.html
[2013-10-11 15:06:55,387](INFO)neeu : link: http://www.neeu.com/news/2013-04-12/36818.html
[2013-10-11 15:06:58,826](INFO)neeu : link: http://www.neeu.com/news/2013-10-10/41282.html
[2013-10-11 15:06:58,832](INFO)neeu : link: http://www.neeu.com/news/2013-09-29/41097.html
[2013-10-11 15:06:58,838](INFO)neeu : link: http://www.neeu.com/news/2013-09-22/40853.html
[2013-10-11 15:06:58,844](INFO)neeu : link: http://www.neeu.com/news/2013-09-16/40746.html
[2013-10-11 15:06:58,849](INFO)neeu : link: http://www.neeu.com/news/2013-09-13/40690.html
[2013-10-11 15:06:58,855](INFO)neeu : link: http://www.neeu.com/news/2013-09-13/40691.html
[2013-10-11 15:06:58,859](INFO)neeu : link: http://www.neeu.com/news/2013-09-12/40667.html
[2013-10-11 15:06:58,863](INFO)neeu : link: http://www.neeu.com/news/2013-09-12/40668.html
[2013-10-11 15:06:58,868](INFO)neeu : link: http://www.neeu.com/news/2013-09-12/40657.html
[2013-10-11 15:06:58,872](INFO)neeu : link: http://www.neeu.com/news/2013-09-12/40641.html
[2013-10-11 15:06:58,885](INFO)neeu : link: http://www.neeu.com/news/2013-04-01/36513.html
[2013-10-11 15:06:58,889](INFO)neeu : link: http://www.neeu.com/news/2013-03-20/36245.html
[2013-10-11 15:06:58,894](INFO)neeu : link: http://www.neeu.com/news/2013-01-30/35198.html
[2013-10-11 15:06:58,898](INFO)neeu : link: http://www.neeu.com/news/2013-01-28/35128.html
[2013-10-11 15:06:58,902](INFO)neeu : link: http://www.neeu.com/news/2013-01-21/34932.html
[2013-10-11 15:06:58,906](INFO)neeu : link: http://www.neeu.com/news/2013-01-14/34796.html
[2013-10-11 15:06:58,910](INFO)neeu : link: http://www.neeu.com/news/2012-12-03/33811.html
[2013-10-11 15:06:58,915](INFO)neeu : link: http://www.neeu.com/news/2012-11-29/33765.html
[2013-10-11 15:06:58,921](INFO)neeu : link: http://www.neeu.com/news/2012-11-27/33729.html
[2013-10-11 15:06:58,926](INFO)neeu : link: http://www.neeu.com/news/2012-11-27/33719.html
[2013-10-11 15:07:03,276](INFO)neeu : link: http://www.neeu.com/news/2013-10-10/41271.html
[2013-10-11 15:07:03,281](INFO)neeu : link: http://www.neeu.com/news/2013-09-25/40985.html
[2013-10-11 15:07:03,287](INFO)neeu : link: http://www.neeu.com/news/2013-09-17/40787.html
[2013-10-11 15:07:03,291](INFO)neeu : link: http://www.neeu.com/news/2013-09-16/40730.html
[2013-10-11 15:07:03,294](INFO)neeu : link: http://www.neeu.com/news/2013-09-13/40697.html
[2013-10-11 15:07:03,298](INFO)neeu : link: http://www.neeu.com/news/2013-09-12/40650.html
[2013-10-11 15:07:03,303](INFO)neeu : link: http://www.neeu.com/news/2013-09-12/40651.html
[2013-10-11 15:07:03,309](INFO)neeu : link: http://www.neeu.com/news/2013-09-02/40373.html
[2013-10-11 15:07:03,316](INFO)neeu : link: http://www.neeu.com/news/2013-08-29/40279.html
[2013-10-11 15:07:03,323](INFO)neeu : link: http://www.neeu.com/news/2013-08-26/40196.html
[2013-10-11 15:07:04,256](INFO)neeu : link: http://www.neeu.com/news/2013-07-01/38747.html
[2013-10-11 15:07:04,263](INFO)neeu : link: http://www.neeu.com/news/2013-05-27/37908.html
[2013-10-11 15:07:04,270](INFO)neeu : link: http://www.neeu.com/news/2013-04-27/37200.html
[2013-10-11 15:07:04,275](INFO)neeu : link: http://www.neeu.com/news/2013-04-26/37155.html
[2013-10-11 15:07:04,280](INFO)neeu : link: http://www.neeu.com/news/2013-04-16/36871.html
[2013-10-11 15:07:04,284](INFO)neeu : link: http://www.neeu.com/news/2013-04-12/36793.html
[2013-10-11 15:07:04,289](INFO)neeu : link: http://www.neeu.com/news/2013-04-11/36779.html
[2013-10-11 15:07:04,293](INFO)neeu : link: http://www.neeu.com/news/2013-01-15/34838.html
[2013-10-11 15:07:04,298](INFO)neeu : link: http://www.neeu.com/news/2012-12-13/34083.html
[2013-10-11 15:07:04,303](INFO)neeu : link: http://www.neeu.com/news/2012-12-09/33947.html
[2013-10-11 15:07:06,966](INFO)neeu : link: http://www.neeu.com/news/2013-10-10/41260.html
[2013-10-11 15:07:06,973](INFO)neeu : link: http://www.neeu.com/news/2013-06-03/38069.html
[2013-10-11 15:07:06,980](INFO)neeu : link: http://www.neeu.com/news/2013-06-03/38066.html
[2013-10-11 15:07:06,987](INFO)neeu : link: http://www.neeu.com/news/2013-05-30/37998.html
[2013-10-11 15:07:06,993](INFO)neeu : link: http://www.neeu.com/news/2013-05-30/37996.html
[2013-10-11 15:07:07,000](INFO)neeu : link: http://www.neeu.com/news/2013-05-17/37712.html
[2013-10-11 15:07:07,007](INFO)neeu : link: http://www.neeu.com/news/2013-05-14/37575.html
[2013-10-11 15:07:07,012](INFO)neeu : link: http://www.neeu.com/news/2013-05-13/37543.html
[2013-10-11 15:07:07,021](INFO)neeu : link: http://www.neeu.com/news/2013-05-06/37378.html
[2013-10-11 15:07:07,028](INFO)neeu : link: http://www.neeu.com/news/2013-05-06/37379.html
[2013-10-11 15:07:07,048](INFO)neeu : link: http://www.neeu.com/news/2013-09-16/40760.html
[2013-10-11 15:07:07,052](INFO)neeu : link: http://www.neeu.com/news/2013-04-19/37009.html
[2013-10-11 15:07:07,056](INFO)neeu : link: http://www.neeu.com/news/2013-01-28/35136.html
[2013-10-11 15:07:07,062](INFO)neeu : link: http://www.neeu.com/news/2013-01-10/34745.html
[2013-10-11 15:07:07,068](INFO)neeu : link: http://www.neeu.com/news/2012-12-19/34194.html
[2013-10-11 15:07:07,073](INFO)neeu : link: http://www.neeu.com/news/2012-11-06/33203.html
[2013-10-11 15:07:07,079](INFO)neeu : link: http://www.neeu.com/news/2012-04-27/28503.html
[2013-10-11 15:07:07,083](INFO)neeu : link: http://www.neeu.com/news/2012-01-13/26547.html
[2013-10-11 15:07:07,088](INFO)neeu : link: http://www.neeu.com/news/2011-12-14/26163.html
[2013-10-11 15:07:07,092](INFO)neeu : link: http://www.neeu.com/news/2011-03-16/21500.html
[2013-10-11 15:07:10,715](INFO)neeu : link: http://www.neeu.com/news/2013-10-10/41256.html
[2013-10-11 15:07:10,722](INFO)neeu : link: http://www.neeu.com/news/2013-10-08/41188.html
[2013-10-11 15:07:10,728](INFO)neeu : link: http://www.neeu.com/news/2013-09-29/41093.html
[2013-10-11 15:07:10,740](INFO)neeu : link: http://www.neeu.com/news/2013-09-27/41051.html
[2013-10-11 15:07:10,746](INFO)neeu : link: http://www.neeu.com/news/2013-09-10/40582.html
[2013-10-11 15:07:10,751](INFO)neeu : link: http://www.neeu.com/news/2013-08-06/39654.html
[2013-10-11 15:07:10,755](INFO)neeu : link: http://www.neeu.com/news/2013-08-02/39582.html
[2013-10-11 15:07:10,760](INFO)neeu : link: http://www.neeu.com/news/2013-07-22/39225.html
[2013-10-11 15:07:10,765](INFO)neeu : link: http://www.neeu.com/news/2013-06-17/38401.html
[2013-10-11 15:07:10,771](INFO)neeu : link: http://www.neeu.com/news/2013-05-27/37884.html
[2013-10-11 15:07:10,788](INFO)neeu : link: http://www.neeu.com/news/2013-09-09/40561.html
[2013-10-11 15:07:10,795](INFO)neeu : link: http://www.neeu.com/news/2013-07-30/39479.html
[2013-10-11 15:07:10,802](INFO)neeu : link: http://www.neeu.com/news/2013-04-12/36802.html
[2013-10-11 15:07:10,806](INFO)neeu : link: http://www.neeu.com/news/2013-01-21/34943.html
[2013-10-11 15:07:10,810](INFO)neeu : link: http://www.neeu.com/news/2012-05-10/28782.html
[2013-10-11 15:07:10,814](INFO)neeu : link: http://www.neeu.com/news/2011-12-02/26015.html
[2013-10-11 15:07:10,819](INFO)neeu : link: http://www.neeu.com/news/2011-10-19/25197.html
[2013-10-11 15:07:10,823](INFO)neeu : link: http://www.neeu.com/news/2011-08-31/24295.html
[2013-10-11 15:07:10,826](INFO)neeu : link: http://www.neeu.com/news/2011-07-01/23295.html
[2013-10-11 15:07:10,830](INFO)neeu : link: http://www.neeu.com/news/2011-06-01/22840.html
[2013-10-11 15:07:14,715](INFO)neeu : link: http://www.neeu.com/news/2013-10-11/41306.html
[2013-10-11 15:07:14,719](INFO)neeu : title: 巴黎之花香槟打造出令人着迷的万种风情
[2013-10-11 15:07:14,720](INFO)neeu : icon_url: http://www.neeu.com/uploads/news/1041/41306/m1381468637836.jpg
[2013-10-11 15:07:14,720](INFO)neeu : get des
[2013-10-11 15:07:14,866](INFO)neeu : link: http://www.neeu.com/news/2013-09-18/40820.html
[2013-10-11 15:07:14,869](INFO)neeu : link: http://www.neeu.com/news/2013-09-13/40692.html
[2013-10-11 15:07:14,873](INFO)neeu : link: http://www.neeu.com/news/2013-09-11/40605.html
[2013-10-11 15:07:14,876](INFO)neeu : link: http://www.neeu.com/news/2013-09-03/40406.html
[2013-10-11 15:07:14,880](INFO)neeu : link: http://www.neeu.com/news/2013-09-03/40395.html
[2013-10-11 15:07:14,883](INFO)neeu : link: http://www.neeu.com/news/2013-09-02/40348.html
[2013-10-11 15:07:14,887](INFO)neeu : link: http://www.neeu.com/news/2013-08-07/39699.html
[2013-10-11 15:07:14,891](INFO)neeu : link: http://www.neeu.com/news/2013-07-29/39447.html
[2013-10-11 15:07:14,895](INFO)neeu : link: http://www.neeu.com/news/2013-07-24/39341.html
[2013-10-11 15:07:14,899](INFO)neeu : link: http://www.neeu.com/news/2013-07-08/38936.html
[2013-10-11 15:07:15,921](INFO)neeu : body: catch
[2013-10-11 15:07:15,921](INFO)neeu : category: food
[2013-10-11 15:07:16,593](INFO)neeu : done one
[2013-10-11 15:07:16,594](INFO)neeu : link: http://www.neeu.com/news/2013-10-11/41307.html
[2013-10-11 15:07:16,600](INFO)neeu : title: 御鹿推出9000英镑天价干邑 庆祝250周年
[2013-10-11 15:07:16,600](INFO)neeu : icon_url: http://www.neeu.com/uploads/news/1041/41307/m1381469639789.jpg
[2013-10-11 15:07:16,601](INFO)neeu : get des
[2013-10-11 15:07:17,629](INFO)neeu : body: catch
[2013-10-11 15:07:17,629](INFO)neeu : category: food
[2013-10-11 15:07:17,694](INFO)neeu : done one
[2013-10-11 15:07:17,694](INFO)neeu : link: http://www.neeu.com/news/2013-10-11/41298.html
[2013-10-11 15:07:17,700](INFO)neeu : title: 香槟品鉴师评出2013最佳香槟
[2013-10-11 15:07:17,700](INFO)neeu : icon_url: http://www.neeu.com/uploads/news/1041/41298/m1381463396023.jpg
[2013-10-11 15:07:17,700](INFO)neeu : get des
[2013-10-11 15:07:17,778](INFO)neeu : link: http://www.neeu.com/news/2013-08-14/39877.html
[2013-10-11 15:07:17,783](INFO)neeu : link: http://www.neeu.com/news/2013-07-30/39477.html
[2013-10-11 15:07:17,791](INFO)neeu : link: http://www.neeu.com/news/2013-05-27/37914.html
[2013-10-11 15:07:17,799](INFO)neeu : link: http://www.neeu.com/news/2012-11-29/33772.html
[2013-10-11 15:07:17,807](INFO)neeu : link: http://www.neeu.com/news/2012-11-20/33523.html
[2013-10-11 15:07:17,813](INFO)neeu : link: http://www.neeu.com/news/2012-05-07/28661.html
[2013-10-11 15:07:17,819](INFO)neeu : link: http://www.neeu.com/news/2012-03-12/27639.html
[2013-10-11 15:07:17,825](INFO)neeu : link: http://www.neeu.com/news/2012-03-01/27416.html
[2013-10-11 15:07:17,830](INFO)neeu : link: http://www.neeu.com/news/2011-11-17/25715.html
[2013-10-11 15:07:17,836](INFO)neeu : link: http://www.neeu.com/news/2011-08-26/24215.html
[2013-10-11 15:07:17,844](INFO)neeu : link: http://www.neeu.com/news/2013-05-27/37898.html
[2013-10-11 15:07:17,850](INFO)neeu : link: http://www.neeu.com/news/2013-05-02/37286.html
[2013-10-11 15:07:17,854](INFO)neeu : link: http://www.neeu.com/news/2013-03-26/36365.html
[2013-10-11 15:07:17,858](INFO)neeu : link: http://www.neeu.com/news/2013-02-18/35494.html
[2013-10-11 15:07:17,861](INFO)neeu : link: http://www.neeu.com/news/2013-01-01/34512.html
[2013-10-11 15:07:17,865](INFO)neeu : link: http://www.neeu.com/news/2012-12-20/34232.html
[2013-10-11 15:07:17,869](INFO)neeu : link: http://www.neeu.com/news/2012-11-21/33560.html
[2013-10-11 15:07:17,873](INFO)neeu : link: http://www.neeu.com/news/2012-11-21/33561.html
[2013-10-11 15:07:17,877](INFO)neeu : link: http://www.neeu.com/news/2012-09-12/31824.html
[2013-10-11 15:07:17,883](INFO)neeu : link: http://www.neeu.com/news/2011-11-17/25727.html
[2013-10-11 15:07:20,053](INFO)neeu : body: catch
[2013-10-11 15:07:20,054](INFO)neeu : category: food
[2013-10-11 15:07:20,116](INFO)neeu : done one
[2013-10-11 15:07:20,117](INFO)neeu : link: http://www.neeu.com/news/2013-10-11/41299.html
[2013-10-11 15:07:20,120](INFO)neeu : title: 美酒课堂：手把手教您如何选购葡萄酒
[2013-10-11 15:07:20,120](INFO)neeu : icon_url: http://www.neeu.com/uploads/news/1041/41299/m1381463615914.jpg
[2013-10-11 15:07:20,121](INFO)neeu : get des
[2013-10-11 15:07:21,360](INFO)neeu : link: http://www.neeu.com/news/2013-09-26/41009.html
[2013-10-11 15:07:21,365](INFO)neeu : link: http://www.neeu.com/news/2013-08-30/40323.html
[2013-10-11 15:07:21,371](INFO)neeu : link: http://www.neeu.com/news/2013-07-25/39389.html
[2013-10-11 15:07:21,376](INFO)neeu : link: http://www.neeu.com/news/2013-07-25/39375.html
[2013-10-11 15:07:21,381](INFO)neeu : link: http://www.neeu.com/news/2013-07-25/39366.html
[2013-10-11 15:07:21,385](INFO)neeu : link: http://www.neeu.com/news/2013-05-21/37764.html
[2013-10-11 15:07:21,390](INFO)neeu : link: http://www.neeu.com/news/2013-05-17/37698.html
[2013-10-11 15:07:21,395](INFO)neeu : link: http://www.neeu.com/news/2013-04-12/36803.html
[2013-10-11 15:07:21,400](INFO)neeu : link: http://www.neeu.com/news/2013-04-07/36632.html
[2013-10-11 15:07:21,405](INFO)neeu : link: http://www.neeu.com/news/2013-03-21/36278.html
[2013-10-11 15:07:21,722](INFO)neeu : body: catch
[2013-10-11 15:07:21,723](INFO)neeu : category: food
[2013-10-11 15:07:21,963](INFO)neeu : done one
[2013-10-11 15:07:21,964](INFO)neeu : link: http://www.neeu.com/news/2013-10-10/41264.html
[2013-10-11 15:07:21,968](INFO)neeu : link: http://www.neeu.com/news/2013-10-09/41254.html
[2013-10-11 15:07:21,971](INFO)neeu : link: http://www.neeu.com/news/2013-10-09/41242.html
[2013-10-11 15:07:21,976](INFO)neeu : link: http://www.neeu.com/news/2013-10-09/41243.html
[2013-10-11 15:07:21,979](INFO)neeu : link: http://www.neeu.com/news/2013-10-09/41244.html
[2013-10-11 15:07:21,983](INFO)neeu : link: http://www.neeu.com/news/2013-10-09/41247.html
[2013-10-11 15:07:25,673](INFO)neeu : link: http://www.neeu.com/news/2012-05-30/29495.html
[2013-10-11 15:07:25,678](INFO)neeu : link: http://www.neeu.com/news/2012-05-18/29137.html
[2013-10-11 15:07:25,685](INFO)neeu : link: http://www.neeu.com/news/2012-05-16/29008.html
[2013-10-11 15:07:25,690](INFO)neeu : link: http://www.neeu.com/news/2012-05-15/28982.html
[2013-10-11 15:07:25,694](INFO)neeu : link: http://www.neeu.com/news/2012-05-08/28710.html
[2013-10-11 15:07:25,698](INFO)neeu : link: http://www.neeu.com/news/2012-04-28/28516.html
[2013-10-11 15:07:25,703](INFO)neeu : link: http://www.neeu.com/news/2011-12-20/26251.html
[2013-10-11 15:07:25,708](INFO)neeu : link: http://www.neeu.com/news/2011-10-24/25275.html
[2013-10-11 15:07:25,713](INFO)neeu : link: http://www.neeu.com/news/2011-10-19/25207.html
[2013-10-11 15:07:25,717](INFO)neeu : link: http://www.neeu.com/news/2011-09-21/24678.html
[2013-10-11 15:07:25,810](INFO)neeu : link: http://www.neeu.com/news/2013-04-12/36807.html
[2013-10-11 15:07:25,814](INFO)neeu : link: http://www.neeu.com/news/2013-01-15/34819.html
[2013-10-11 15:07:25,817](INFO)neeu : link: http://www.neeu.com/news/2012-12-11/34003.html
[2013-10-11 15:07:25,822](INFO)neeu : link: http://www.neeu.com/news/2012-12-03/33845.html
[2013-10-11 15:07:25,828](INFO)neeu : link: http://www.neeu.com/news/2012-11-26/33706.html
[2013-10-11 15:07:25,834](INFO)neeu : link: http://www.neeu.com/news/2012-10-28/32945.html
[2013-10-11 15:07:25,838](INFO)neeu : link: http://www.neeu.com/news/2012-05-04/28658.html
[2013-10-11 15:07:25,844](INFO)neeu : link: http://www.neeu.com/news/2012-04-13/28227.html
[2013-10-11 15:07:25,850](INFO)neeu : link: http://www.neeu.com/news/2012-04-06/28100.html
